"id","title","author","issue","volume","venue","page","pub_date","type","publisher","editor"
"meta:br/0603 doi:10.1002/(sici)1097-0142(19990501)85:9<2077::aid-cncr27>3.0.co;2-4","Increased Incidence Rates But No Space–Time Clustering Of Childhood Astrocytoma In Sweden, 1973–1992","Hjalmars, Ulf [meta:ra/0609]; Kulldorff, Martin [meta:ra/06502569 orcid:0000-0002-5284-2993]; Wahlqvist, Yngve [meta:ra/06010]; Lannering, Birgitta [meta:ra/06011]","9","85","Cancer [meta:br/066016153 issn:0008-543X issn:1097-0142 doi:10.1002/(issn)1097-0142]","2077-2090","1999-05-01","journal article","Wiley [meta:ra/0610116001 crossref:311]",""
"meta:br/060461 doi:10.4230/lipics.cp.2021.40","Automatic Generation Of Declarative Models For Differential Cryptanalysis","Libralesso, Luc [meta:ra/0606172]; Delobel, François [meta:ra/0606173]; Lafourcade, Pascal [meta:ra/0606174]; Solnon, Christine [meta:ra/0606175]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606176]","Michel, Laurent D. [meta:ra/0606095 orcid:0000-0001-7230-7130]"
"meta:br/060237 doi:10.4230/lipics.approx/random.2020.52","Online Coloring Of Short Intervals","Sokół, Joanna [meta:ra/0623038188 orcid:0000-0002-4180-4342]; Gutowski, Grzegorz [meta:ra/0630102191 orcid:0000-0003-3313-1237]; Junosza-Szaniawski, Konstanty [meta:ra/0617014516 orcid:0000-0003-0352-8583]; Mikos, Patryk [meta:ra/0605371 orcid:0000-0002-0519-0830]; Polak, Adam [meta:ra/0619054461 orcid:0000-0003-4925-774X]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605372]","Byrka, Jarosław [meta:ra/069044096 orcid:0000-0002-3387-0913]; Raghu Meka [meta:ra/0605373]"
"meta:br/060929 doi:10.4230/lipics.fun.2021.18","Hyperbolic Minesweeper Is In P","Kopczyński, Eryk [meta:ra/0625083965 orcid:0000-0001-5588-1181]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607510]","Farach, Martin [meta:ra/0614045842 orcid:0000-0003-3616-7788]; Prencipe, Giuseppe [meta:ra/0625025102 orcid:0000-0001-5646-7388]; Uehara, Ryuhei [meta:ra/0617014675 orcid:0000-0003-0895-3765]"
"meta:br/060550 doi:10.4230/lipics.disc.2020.16","Local Conflict Coloring Revisited: Linial For Lists","Maus, Yannic [meta:ra/0606404]; Tonoyan, Tigran [meta:ra/0606405]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606406]","Attiya, Hagit [meta:ra/0614045824 orcid:0000-0002-8017-6457]"
"meta:br/060458 doi:10.4230/lipics.cp.2021.34","SAT Modulo Symmetries For Graph Generation","Kirchweger, Markus [meta:ra/0606162]; Szeider, Stefan [meta:ra/0606163]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606164]","Michel, Laurent D. [meta:ra/0606095 orcid:0000-0001-7230-7130]"
"meta:br/060112 doi:10.1111/b.9781405110440.2008.x isbn:9781405177535 isbn:9781405110440 doi:10.1002/9781405177535","A Companion To James Joyce","","","","","","2017-08-11","reference book","Wiley [meta:ra/0610116001 crossref:311]","Brown, Richard [meta:ra/0604286]"
"meta:br/060312 doi:10.4230/lipics.ccc.2020.29","Groups With ALOGTIME-Hard Word Problems And PSPACE-Complete Circuit Value Problems","Bartholdi, Laurent [meta:ra/0605673 orcid:0000-0002-1243-6384]; Figelius, Michael [meta:ra/06430161620 orcid:0000-0002-0407-0597]; Lohrey, Markus [meta:ra/061070493 orcid:0000-0002-4680-7198]; Weiß, Armin [meta:ra/0614045757 orcid:0000-0002-7645-5867]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605674]","Shubhangi Saraf [meta:ra/0605675]"
"meta:br/060556 doi:10.4230/lipics.disc.2020.29","From Partial To Global Asynchronous Reliable Broadcast","Ghinea, Diana [meta:ra/0606423]; Hirt, Martin [meta:ra/0606424]; Zhang, Chen-Da Liu [meta:ra/062092072 orcid:0000-0002-0349-3838]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606425]","Attiya, Hagit [meta:ra/0614045824 orcid:0000-0002-8017-6457]"
"meta:br/06040 doi:10.1002/1522-239x(200205)113:1/2<161::aid-fedr161>3.0.co;2-1","Mycota Of Some British Shrub-Plant Communities","Watling, R. [meta:ra/060213]","1-2","113","Feddes Repertorium [meta:br/069039310 issn:0014-8962 issn:0374-6577 issn:1522-239X doi:10.1002/(issn)1522-239x]","161-164","2002-05","journal article","Wiley [meta:ra/0610116001 crossref:311]",""
"meta:br/060884 doi:10.4230/lipics.fscd.2021.32","Output Without Delay: A π-Calculus Compatible With Categorical Semantics","Sakayori, Ken [meta:ra/0613079797 orcid:0000-0003-3238-9279]; Tsukada, Takeshi [meta:ra/0613089848 orcid:0000-0002-2824-8708]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607395]","Kobayashi, Naoki [meta:ra/0615033524 orcid:0000-0002-0537-0604]"
"meta:br/060496 doi:10.4230/lipics.cpm.2021.1","Repetitions In Strings: A ""Constant"" Problem (Invited Talk)","Bannai, Hideo [meta:ra/0612046032 orcid:0000-0002-6856-5185]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606265]","Gawrychowski, Paweł [meta:ra/0612046159 orcid:0000-0002-6993-5440]; Starikovskaya, Tatiana [meta:ra/0606266]"
"meta:br/060914 doi:10.4230/lipics.fsttcs.2020.52","On The Complexity Of Multi-Pushdown Games","Meyer, Roland [meta:ra/0607469]; Van Der Wall, Sören [meta:ra/0607470]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607471]","Saxena, Nitin [meta:ra/064038085 orcid:0000-0001-6931-898X]; Simon, Sunil [meta:ra/06809004712 orcid:0000-0002-7489-7477]"
"meta:br/06038 doi:10.1002/(sici)1097-4628(20000523)76:8<1296::aid-app10>3.0.co;2-n","Isothermal Crystallization Kinetics Of Commercially Important Polyalkylene Terephthalates","Chisholm, B. J. [meta:ra/060210]; Zimmer, J. G. [meta:ra/060211]","8","76","Journal Of Applied Polymer Science [meta:br/068023823 issn:0021-8995 issn:1097-4628 doi:10.1002/(issn)1097-4628]","1296-1307","2000-05-23","journal article","Wiley [meta:ra/0610116001 crossref:311]",""
"meta:br/060708 doi:10.4230/lipics.esa.2020.24","Reconfiguration Of Spanning Trees With Many Or Few Leaves","Bousquet, Nicolas [meta:ra/0617014559 orcid:0000-0003-0170-0503]; Ito, Takehiro [meta:ra/0622067759 orcid:0000-0002-9912-6898]; Kobayashi, Yusuke [meta:ra/063027763 orcid:0000-0001-9478-7307]; Mizuta, Haruka [meta:ra/0606917]; Ouvrard, Paul [meta:ra/0606918]; Suzuki, Akira [meta:ra/0612046406 orcid:0000-0002-5212-0202]; Wasa, Kunihiro [meta:ra/0612046226 orcid:0000-0001-9822-6283]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606919]","Grandoni, Fabrizio [meta:ra/06802771872 orcid:0000-0002-9676-4931]; Herman, Grzegorz [meta:ra/0622087885 orcid:0000-0001-6855-8316]; Sanders, Peter [meta:ra/0619054475 orcid:0000-0003-3330-9349]"
"meta:br/060436 doi:10.4230/lipics.cp.2021.11","Vehicle Dynamics In Pickup-And-Delivery Problems Using Electric Vehicles","Ahmadi, Saman [meta:ra/0606096 orcid:0000-0002-7326-3384]; Tack, Guido [meta:ra/0606097]; Harabor, Daniel [meta:ra/0606098]; Kilby, Philip [meta:ra/0606099]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606100]","Michel, Laurent D. [meta:ra/0606095 orcid:0000-0001-7230-7130]"
"meta:br/060788 doi:10.4230/lipics.esa.2021.34","Modular Counting Of Subgraphs: Matchings, Matching-Splittable Graphs, And Paths","Curticapean, Radu [meta:ra/06309680397 orcid:0000-0001-7201-9905]; Dell, Holger [meta:ra/0610110109 orcid:0000-0001-8955-0786]; Husfeldt, Thore [meta:ra/06210113208 orcid:0000-0001-9078-4512]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607132]","Mutzel, Petra [meta:ra/0613010730 orcid:0000-0001-7621-971X]; Pagh, Rasmus [meta:ra/065093548 orcid:0000-0002-1516-9306]; Herman, Grzegorz [meta:ra/0622087885 orcid:0000-0001-6855-8316]"
"meta:br/060805 doi:10.4230/lipics.esa.2021.55","Parameterized Algorithms For Diverse Multistage Problems","Kellerhals, Leon [meta:ra/06405401462 orcid:0000-0001-6565-3983]; Renken, Malte [meta:ra/0612046092 orcid:0000-0002-1450-1901]; Zschoche, Philipp [meta:ra/062095109 orcid:0000-0001-9846-0600]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607173]","Mutzel, Petra [meta:ra/0613010730 orcid:0000-0001-7621-971X]; Pagh, Rasmus [meta:ra/065093548 orcid:0000-0002-1516-9306]; Herman, Grzegorz [meta:ra/0622087885 orcid:0000-0001-6855-8316]"
"meta:br/060480 doi:10.4230/lipics.cpm.2020.15","The Streaming k-Mismatch Problem: Tradeoffs Between Space And Total Time","Golan, Shay [meta:ra/06140102077 orcid:0000-0001-8357-2802]; Kociumaka, Tomasz [meta:ra/0612046305 orcid:0000-0002-2477-1702]; Kopelowitz, Tsvi [meta:ra/0605354 orcid:0000-0002-3525-8314]; Porat, Ely [meta:ra/0605355 orcid:0000-0001-6912-5766]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606226]","Gørtz, Inge Li [meta:ra/063027818 orcid:0000-0002-8322-4952]; Weimann, Oren [meta:ra/0612046045 orcid:0000-0002-4510-7552]"
"meta:br/060239 doi:10.4230/lipics.approx/random.2020.56","An Extension Of Plücker Relations With Applications To Subdeterminant Maximization","Anari, Nima [meta:ra/0605379 orcid:0000-0002-4394-3530]; Vuong, Thuy-Duong [meta:ra/0605380]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605381]","Byrka, Jarosław [meta:ra/069044096 orcid:0000-0002-3387-0913]; Raghu Meka [meta:ra/0605382]"
"meta:br/060279 doi:10.4230/lipics.approx/random.2021.49","L1 Regression With Lewis Weights Subsampling","Parulekar, Aditya [meta:ra/0605525]; Parulekar, Advait [meta:ra/0605526]; Price, Eric [meta:ra/0605527]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605528]","Wootters, Mary [meta:ra/0624053021 orcid:0000-0002-2345-2531]; Sanità, Laura [meta:ra/0690108433 orcid:0000-0002-6384-1857]"
"meta:br/060565 doi:10.4230/lipics.disc.2020.43","Brief Announcement: Distributed Quantum Proofs For Replicated Data","Fraigniaud, Pierre [meta:ra/0606454]; Le Gall, François [meta:ra/0606455]; Nishimura, Harumichi [meta:ra/0606456]; Paz, Ami [meta:ra/0604381 orcid:0000-0002-6629-8335]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606457]","Attiya, Hagit [meta:ra/0614045824 orcid:0000-0002-8017-6457]"
"meta:br/060559 doi:10.4230/lipics.disc.2020.34","Improved MPC Algorithms For MIS, Matching, And Coloring On Trees And Beyond","Ghaffari, Mohsen [meta:ra/0606437]; Grunau, Christoph [meta:ra/0606438]; Jin, Ce [meta:ra/0606439]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606440]","Attiya, Hagit [meta:ra/0614045824 orcid:0000-0002-8017-6457]"
"meta:br/060915 doi:10.4230/lipics.fsttcs.2020.53","Higher-Order Nonemptiness Step By Step","Parys, Pawel [meta:ra/0614045802 orcid:0000-0001-7247-1408]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607472]","Saxena, Nitin [meta:ra/064038085 orcid:0000-0001-6931-898X]; Simon, Sunil [meta:ra/06809004712 orcid:0000-0002-7489-7477]"
"meta:br/060269 doi:10.4230/lipics.approx/random.2021.38","Improved Product-Based High-Dimensional Expanders","Golowich, Louis [meta:ra/0605494]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605495]","Wootters, Mary [meta:ra/0624053021 orcid:0000-0002-2345-2531]; Sanità, Laura [meta:ra/0690108433 orcid:0000-0002-6384-1857]"
"meta:br/060689 doi:10.4230/lipics.ecrts.2021.13","Scheduling Replica Voting In Fixed-Priority Real-Time Systems","Fara, Pietro [meta:ra/06110102881 orcid:0000-0002-6290-9231]; Serra, Gabriele [meta:ra/0622087585 orcid:0000-0003-0225-6731]; Biondi, Alessandro [meta:ra/0606852]; Donnarumma, Ciro [meta:ra/0606853]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606854]","Brandenburg, Björn [meta:ra/061702180896 orcid:0000-0001-8254-3815]"
"meta:br/060234 doi:10.4230/lipics.approx/random.2020.49","Maximizing The Correlation: Extending Grothendieck’s Inequality To Large Domains","Katzelnick, Dor [meta:ra/0605358]; Schwartz, Roy [meta:ra/0605359]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605360]","Byrka, Jarosław [meta:ra/069044096 orcid:0000-0002-3387-0913]; Raghu Meka [meta:ra/0605361]"
"meta:br/060132 doi:10.1111/b.9781405110778.2006.x isbn:9781405110778 isbn:9780470996508 doi:10.1002/9780470996508","A Companion To Phenomenology And Existentialism","","","","","","2006","reference book","Wiley [meta:ra/0610116001 crossref:311]","Dreyfus, Hubert L. [meta:ra/0604322]; Wrathall, Mark A. [meta:ra/0604323]"
"meta:br/06028 doi:10.1002/(sici)1097-0215(20000115)85:2<289::aid-ijc22>3.0.co;2-t","Growth Inhibition Of Cervical Cancer Cells By The Human Retinoic Acid Receptor Β Gene","Geisen, Caroline [meta:ra/060151]; Denk, Claudia [meta:ra/060152]; Küpper, Jan-Heiner [meta:ra/060153]; Schwarz, Elisabeth [meta:ra/060154]","2","85","International Journal Of Cancer [meta:br/0622015443 issn:0020-7136 doi:10.1002/(issn)1097-0215 issn:1097-0215]","289-295","2000-01-15","journal article","Wiley [meta:ra/0610116001 crossref:311]",""
"meta:br/06081 doi:10.1201/9781315371474 doi:10.4324/9781315371474 isbn:9781498708074 isbn:9781498708067","Optical Compressive Imaging","","","","","","2016-11-17","reference book","Informa Uk Limited [meta:ra/0610116005 crossref:301]","Stern, Adrian [meta:ra/0603393]"
"meta:br/060989 doi:10.4230/lipics.icalp.2020.15","New Fault Tolerant Subset Preservers","Bodwin, Greg [meta:ra/0607672]; Choudhary, Keerti [meta:ra/0611049631 orcid:0000-0002-8289-5930]; Parter, Merav [meta:ra/0607673]; Shahar, Noa [meta:ra/0607674]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607675]","Artur Czumaj [meta:ra/0607590 orcid:0000-0002-7743-438X]; Dawar, Anuj [meta:ra/067073847 orcid:0000-0003-4014-8248]; Merelli, Emanuela [meta:ra/068015430 orcid:0000-0002-1321-4134]"
"meta:br/060669 doi:10.4230/lipics.ecoop.2021.9","Idris 2: Quantitative Type Theory In Practice","Brady, Edwin [meta:ra/063018687 orcid:0000-0002-9734-367X]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606802]","Sridharan, Manu [meta:ra/062601404 orcid:0000-0001-7993-302X]; Møller, Anders [meta:ra/062601467 orcid:0000-0003-1333-2314]"
"meta:br/060416 doi:10.4230/lipics.concur.2021.23","A Decidable Non-Regular Modal Fixpoint Logic","Bruse, Florian [meta:ra/0606028]; Lange, Martin [meta:ra/0606029]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606030]","Haddad, Serge [meta:ra/06407027331 orcid:0000-0002-1759-1201]; Varacca, Daniele [meta:ra/0606031]"
"meta:br/060469 doi:10.4230/lipics.cp.2021.51","Pseudo-Boolean Optimization By Implicit Hitting Sets","Smirnov, Pavel [meta:ra/0606194]; Berg, Jeremias [meta:ra/0626092024 orcid:0000-0001-7660-8061]; Järvisalo, Matti [meta:ra/061409245 orcid:0000-0003-2572-063X]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606195]","Michel, Laurent D. [meta:ra/0606095 orcid:0000-0001-7230-7130]"
"meta:br/060796 doi:10.4230/lipics.esa.2021.44","Boundary-Sensitive Approach For Approximate Nearest-Neighbor Classification","Flores-Velazco, Alejandro [meta:ra/062502588552 orcid:0000-0003-0868-9802]; Mount, David M. [meta:ra/065061917 orcid:0000-0002-3290-8932]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607153]","Mutzel, Petra [meta:ra/0613010730 orcid:0000-0001-7621-971X]; Pagh, Rasmus [meta:ra/065093548 orcid:0000-0002-1516-9306]; Herman, Grzegorz [meta:ra/0622087885 orcid:0000-0001-6855-8316]"
"meta:br/060908 doi:10.4230/lipics.fsttcs.2020.44","Nivat-Theorem And Logic For Weighted Pushdown Automata On Infinite Words","Droste, Manfred [meta:ra/0607456 orcid:0000-0001-9128-8844]; Dziadek, Sven [meta:ra/06190105551 orcid:0000-0001-6767-7751]; Kuich, Werner [meta:ra/0607457]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607458]","Saxena, Nitin [meta:ra/064038085 orcid:0000-0001-6931-898X]; Simon, Sunil [meta:ra/06809004712 orcid:0000-0002-7489-7477]"
"meta:br/060578 doi:10.4230/lipics.disc.2021.25","Fast Arrays: Atomic Arrays With Constant Time Initialization","Jayanti, Siddhartha [meta:ra/0606513 orcid:0000-0002-2681-1632]; Shun, Julian [meta:ra/065010625381 orcid:0000-0001-6163-6625]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606514]","Gilbert, Seth [meta:ra/0606515]"
"meta:br/060126 doi:10.1002/9780470999103 isbn:9780470999103 isbn:9780631226697 doi:10.1111/b.9780631226697.2003.x","The Blackwell Companion To Social Movements","","","","","","2004","reference book","Wiley [meta:ra/0610116001 crossref:311]","Snow, David A. [meta:ra/0604311]; Soule, Sarah A. [meta:ra/0604312]; Kriesi, Hanspeter [meta:ra/0604313]"
"meta:br/060263 doi:10.4230/lipics.approx/random.2021.29","On The Hardness Of Average-Case k-SUM","Brakerski, Zvika [meta:ra/0605474]; Stephens-Davidowitz, Noah [meta:ra/0605475]; Vaikuntanathan, Vinod [meta:ra/0605476]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0605477]","Wootters, Mary [meta:ra/0624053021 orcid:0000-0002-2345-2531]; Sanità, Laura [meta:ra/0690108433 orcid:0000-0002-6384-1857]"
"meta:br/060787 doi:10.4230/lipics.esa.2021.33","Efficient Sequential And Parallel Algorithms For Multistage Stochastic Integer Programming Using Proximity","Cslovjecsek, Jana [meta:ra/0607126]; Eisenbrand, Friedrich [meta:ra/0607127]; Pilipczuk, Michał [meta:ra/0607128]; Venzin, Moritz [meta:ra/0607129]; Weismantel, Robert [meta:ra/0607130]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607131]","Mutzel, Petra [meta:ra/0613010730 orcid:0000-0001-7621-971X]; Pagh, Rasmus [meta:ra/065093548 orcid:0000-0002-1516-9306]; Herman, Grzegorz [meta:ra/0622087885 orcid:0000-0001-6855-8316]"
"meta:br/060663 doi:10.4230/lipics.ecoop.2021.22","Multiparty Languages: The Choreographic And Multitier Cases (Pearl)","Giallorenzo, Saverio [meta:ra/0617064947 orcid:0000-0002-3658-6395]; Montesi, Fabrizio [meta:ra/063018686 orcid:0000-0003-4666-901X]; Peressotti, Marco [meta:ra/063018801 orcid:0000-0002-0243-0480]; Richter, David [meta:ra/0606781 orcid:0000-0002-8672-0265]; Salvaneschi, Guido [meta:ra/06180110471 orcid:0000-0002-9324-8894]; Weisenburger, Pascal [meta:ra/0623086608 orcid:0000-0003-1288-1485]","","","[meta:br/060182 issn:1868-8969]","","2021","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0606782]","Sridharan, Manu [meta:ra/062601404 orcid:0000-0001-7993-302X]; Møller, Anders [meta:ra/062601467 orcid:0000-0003-1333-2314]"
"meta:br/060849 doi:10.4230/lipics.fscd.2020.23","A Syntax For Mutual Inductive Families","Kaposi, Ambrus [meta:ra/0614010144 orcid:0000-0001-9897-8936]; Von Raumer, Jakob [meta:ra/06607890329 orcid:0000-0003-2671-1620]","","","[meta:br/060182 issn:1868-8969]","","2020","report","Schloss Dagstuhl - Leibniz-Zentrum Für Informatik [meta:ra/0607306]","Zena M. Ariola [meta:ra/0607307]"
